price per square foot
3.3046357615894038
6.0835214446952595
2.536231884057971
3.2485207100591715
2.8681898066783833
2.4330900243309004
3.3712660028449504
4.209302325581396
3.1839622641509435
2.5104895104895104
2.8043052837573383
